ASV	Chrom	Pos	WaldPValue	GeneIDs	GeneIDs
OTU_1752_16S	Ha412HOChr14	18561504	1.904953e-08	NoGenes	NoGenes
OTU_1752_16S	Ha412HOChr14	137406811	4.273323e-08	NoGenes	NoGenes
OTU_1752_16S	Ha412HOChr14	137459726	4.385845e-08	Ha412HOChr14g0668411	Ha412HOChr14g0668411
OTU_1753_16S	Ha412HOChr01	84380785	4.011841e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	84561747	3.062957e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	84677735	4.163767e-09	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	85886482	1.488613e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	85918478	5.916422e-09	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	86145998	1.703645e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	86651079	7.884416e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr01	105390146	5.747169e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr04	112359053	8.808536e-08	NoGenes	NoGenes
OTU_1753_16S	Ha412HOChr11	90327079	6.619823e-08	SCARECROW-like_14,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr11g0505271,Ha412HOChr11g0505281
OTU_1753_16S	Ha412HOChr12	9967106	9.063554e-09	hydroxyproline-rich_glycoprotein_family_protein,Pyridoxal-5'-phosphate-dependent_enzyme_family_protein,Malectin/receptor-like_protein_kinase_family_protein,phospholipid:diacylglycerol_acyltransferase,mechanosensitive_channel_of_small_conductance-like_10	Ha412HOChr12g0539251,Ha412HOChr12g0539261,Ha412HOChr12g0539281,Ha412HOChr12g0539301,Ha412HOChr12g0539311
OTU_1753_16S	Ha412HOChr12	18982401	6.127461e-08	[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,transmembrane_protein,_putative_(DUF247),proline-rich_family_protein,Ubiquitin_system_component_Cue_protein,Molecular_chaperone_Hsp40/DnaJ_family_protein,Seven_transmembrane_MLO_family_protein	Ha412HOChr12g0543851,Ha412HOChr12g0543871,Ha412HOChr12g0543881,Ha412HOChr12g0543901,Ha412HOChr12g0543911,Ha412HOChr12g0543931
OTU_1753_16S	Ha412HOChr17	148263399	3.255944e-08	ARP2/3_complex_16_kDa_subunit_(p16-Arc),Integrase-type_DNA-binding_superfamily_protein,histone_mono-ubiquitination_1	Ha412HOChr17g0844271,Ha412HOChr17g0844281,Ha412HOChr17g0844291
OTU_1753_16S	Ha412HOChr17	148263424	7.241370e-09	ARP2/3_complex_16_kDa_subunit_(p16-Arc),Integrase-type_DNA-binding_superfamily_protein,histone_mono-ubiquitination_1	Ha412HOChr17g0844271,Ha412HOChr17g0844281,Ha412HOChr17g0844291
OTU_1753_16S	Ha412HOChr17	148263425	7.241370e-09	ARP2/3_complex_16_kDa_subunit_(p16-Arc),Integrase-type_DNA-binding_superfamily_protein,histone_mono-ubiquitination_1	Ha412HOChr17g0844271,Ha412HOChr17g0844281,Ha412HOChr17g0844291
OTU_1753_16S	Ha412HOChr17	148263440	7.241370e-09	ARP2/3_complex_16_kDa_subunit_(p16-Arc),Integrase-type_DNA-binding_superfamily_protein,histone_mono-ubiquitination_1	Ha412HOChr17g0844271,Ha412HOChr17g0844281,Ha412HOChr17g0844291
OTU_1767_16S	Ha412HOChr01	53960044	9.527873e-08	[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Glycosyl_hydrolases_family_31_protein,[LOW_BITSCORE]_uncharacterized_protein_AT1G62690,Galactose_oxidase/kelch_repeat_superfamily_protein,[LOW_BITSCORE]_ATPase,_AAA-type,_CDC48_protein,Glycosyl_hydrolase_superfamily_protein	Ha412HOChr01g0011771,Ha412HOChr01g0011781,Ha412HOChr01g0011791,Ha412HOChr01g0011801,Ha412HOChr01g0011821,Ha412HOChr01g0011831
OTU_1767_16S	Ha412HOChr01	53960279	4.513273e-09	[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Glycosyl_hydrolases_family_31_protein,[LOW_BITSCORE]_uncharacterized_protein_AT1G62690,Galactose_oxidase/kelch_repeat_superfamily_protein,[LOW_BITSCORE]_ATPase,_AAA-type,_CDC48_protein,Glycosyl_hydrolase_superfamily_protein	Ha412HOChr01g0011771,Ha412HOChr01g0011781,Ha412HOChr01g0011791,Ha412HOChr01g0011801,Ha412HOChr01g0011821,Ha412HOChr01g0011831
OTU_1767_16S	Ha412HOChr02	173650356	3.761571e-08	[LOW_BITSCORE]_Protein_phosphatase_2C_family_protein	Ha412HOChr02g0086071
OTU_1767_16S	Ha412HOChr07	11391127	1.966447e-08	NoGenes	NoGenes
OTU_1767_16S	Ha412HOChr07	11391132	5.269835e-08	NoGenes	NoGenes
OTU_1767_16S	Ha412HOChr13	29604434	9.909510e-08	transcription_regulator,DNAJ_heat_shock_N-terminal_domain-containing_protein	Ha412HOChr13g0587911,Ha412HOChr13g0587921
OTU_1767_16S	Ha412HOChr16	31940346	6.163719e-08	Uncharacterized_protein_family_(UPF0497),[LOW_BITSCORE]_LEUNIG-like_protein,[LOW_BITSCORE]_Pentatricopeptide_repeat_(PPR)_superfamily_protein,DNA_ligase_(DUF1666)	Ha412HOChr16g0757761,Ha412HOChr16g0757781,Ha412HOChr16g0757801,Ha412HOChr16g0757811
OTU_1767_16S	Ha412HOChr17	120908933	3.516946e-09	NoGenes	NoGenes
OTU_1770_16S	Ha412HOChr01	42754047	4.614681e-08	[LOW_BITSCORE]_RING/U-box_superfamily_protein	Ha412HOChr01g0009521
OTU_1770_16S	Ha412HOChr01	152035753	3.750161e-10	Ha412HOChr01g0043901,Ha412HOChr01g0043911	Ha412HOChr01g0043901,Ha412HOChr01g0043911
OTU_1770_16S	Ha412HOChr07	7574597	7.030197e-08	Myosin_heavy_chain-related_protein,Myb/SANT-like_DNA-binding_domain_protein,[LOW_BITSCORE]_cytochrome_c_oxidase_19-1,[LOW_BITSCORE]_tryptophan_aminotransferase_related_1	Ha412HOChr07g0289431,Ha412HOChr07g0289451,Ha412HOChr07g0289471,Ha412HOChr07g0289481
OTU_1770_16S	Ha412HOChr07	7574608	7.030197e-08	Myosin_heavy_chain-related_protein,Myb/SANT-like_DNA-binding_domain_protein,[LOW_BITSCORE]_cytochrome_c_oxidase_19-1,[LOW_BITSCORE]_tryptophan_aminotransferase_related_1	Ha412HOChr07g0289431,Ha412HOChr07g0289451,Ha412HOChr07g0289471,Ha412HOChr07g0289481
OTU_1770_16S	Ha412HOChr11	41191803	9.092600e-10	[LOW_BITSCORE]_cytochrome_P450,_family_72,_subfamily_A,_polypeptide_11,[LOW_BITSCORE]_O-glucosyltransferase_rumi-like_protein_(DUF821),S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,demeter-like_1,Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein,ubiquitin-protein_ligase,_partial	Ha412HOChr11g0494191,Ha412HOChr11g0494201,Ha412HOChr11g0494211,Ha412HOChr11g0494231,Ha412HOChr11g0494241,Ha412HOChr11g0494281,Ha412HOChr11g0494291,Ha412HOChr11g0494301
OTU_1770_16S	Ha412HOChr15	155635080	8.071690e-08	root_hair_initiation_protein_root_hairless_1_(RHL1),pyrimidine_1,Peroxisomal_membrane_22_kDa_(Mpv17/PMP22)_family_protein	Ha412HOChr15g0739071,Ha412HOChr15g0739081,Ha412HOChr15g0739111
OTU_1770_16S	Ha412HOChr17	3458936	3.568200e-09	YELLOW_STRIPE_like_3,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Ypt/Rab-GAP_domain_of_gyp1p_superfamily_protein,[LOW_BITSCORE]_kinesin-like_protein_1,signal_recognition_particle_19_kDa_protein,_putative_/_SRP19,kish-A-like_protein,chlorophyllase_2,ABL_interactor-like_protein_3,[LOW_BITSCORE]_rac_GTPase_activating_protein,cytochrome_C_oxidase_subunit,Translation_elongation_factor_EF1B/ribosomal_protein_S6_family_protein,Translation_elongation_factor_EF1B/ribosomal_protein_S6_family_protein	Ha412HOChr17g0805871,Ha412HOChr17g0805881,Ha412HOChr17g0805891,Ha412HOChr17g0805901,Ha412HOChr17g0805931,Ha412HOChr17g0805941,Ha412HOChr17g0805951,Ha412HOChr17g0805961,Ha412HOChr17g0805971,Ha412HOChr17g0805981,Ha412HOChr17g0805991,Ha412HOChr17g0806081
OTU_1770_16S	Ha412HOChr17	3458962	9.085279e-08	YELLOW_STRIPE_like_3,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Ypt/Rab-GAP_domain_of_gyp1p_superfamily_protein,[LOW_BITSCORE]_kinesin-like_protein_1,signal_recognition_particle_19_kDa_protein,_putative_/_SRP19,kish-A-like_protein,chlorophyllase_2,ABL_interactor-like_protein_3,[LOW_BITSCORE]_rac_GTPase_activating_protein,cytochrome_C_oxidase_subunit,Translation_elongation_factor_EF1B/ribosomal_protein_S6_family_protein,Translation_elongation_factor_EF1B/ribosomal_protein_S6_family_protein	Ha412HOChr17g0805871,Ha412HOChr17g0805881,Ha412HOChr17g0805891,Ha412HOChr17g0805901,Ha412HOChr17g0805931,Ha412HOChr17g0805941,Ha412HOChr17g0805951,Ha412HOChr17g0805961,Ha412HOChr17g0805971,Ha412HOChr17g0805981,Ha412HOChr17g0805991,Ha412HOChr17g0806081
OTU_178_16S	Ha412HOChr04	183428171	9.582329e-09	GATA_transcription_factor_15	Ha412HOChr04g0183691
OTU_178_16S	Ha412HOChr17	169061060	4.683384e-08	uncharacterized_protein_AT1G07985,nuclear_factor_Y,_subunit_A1,Ha412HOChr17g0848211,carotenoid_cleavage_dioxygenase_1,PHD_finger_family_protein,[LOW_BITSCORE]_Rrp15p_protein,ferredoxin/thioredoxin_reductase_subunit_A_(variable_subunit)_2,ferredoxin/thioredoxin_reductase_subunit_A_(variable_subunit)_1	Ha412HOChr17g0848181,Ha412HOChr17g0848191,Ha412HOChr17g0848211,Ha412HOChr17g0848221,Ha412HOChr17g0848251,Ha412HOChr17g0848261,Ha412HOChr17g0848281,Ha412HOChr17g0848291
OTU_1787_16S	Ha412HOChr05	64454536	4.380197e-08	NoGenes	NoGenes
OTU_1787_16S	Ha412HOChr07	41193377	3.053653e-08	NoGenes	NoGenes
OTU_1787_16S	Ha412HOChr07	108916945	7.221505e-08	basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,Ha412HOChr07g0306081	Ha412HOChr07g0306071,Ha412HOChr07g0306081
OTU_1787_16S	Ha412HOChr13	107783173	4.316513e-09	[LOW_BITSCORE]_multidrug_resistance-associated_protein_2,[LOW_BITSCORE]_cytochrome_P450,_family_82,_subfamily_G,_polypeptide_1,GTP-binding_family_protein,NAC_(No_Apical_Meristem)_domain_transcriptional_regulator_superfamily_protein,NAC_(No_Apical_Meristem)_domain_transcriptional_regulator_superfamily_protein	Ha412HOChr13g0609141,Ha412HOChr13g0609161,Ha412HOChr13g0609171,Ha412HOChr13g0609181,Ha412HOChr13g0609191
OTU_1787_16S	Ha412HOChr15	74865965	6.999649e-10	WAPL_(Wings_apart-like_protein_regulation_of_heterochromatin)_protein,F-box_and_associated_interaction_domains-containing_protein,[LOW_BITSCORE]_MAP_kinase/_ERK_kinase_1,F-box_and_associated_interaction_domains-containing_protein,mitochondrial_RNAediting_factor_1,phospholipase_D_alpha_1,Nucleoporin_interacting_component_(Nup93/Nic96-like)_family_protein,[LOW_BITSCORE]_TGF-beta_receptor_interacting_protein_1,F-box_and_associated_interaction_domains-containing_protein,[LOW_BITSCORE]_F-box_and_associated_interaction_domains-containing_protein,[LOW_BITSCORE]_DREB2A-interacting_protein_2,alpha/beta-Hydrolases_superfamily_protein	Ha412HOChr15g0720901,Ha412HOChr15g0720911,Ha412HOChr15g0720921,Ha412HOChr15g0720931,Ha412HOChr15g0720941,Ha412HOChr15g0720951,Ha412HOChr15g0720961,Ha412HOChr15g0720991,Ha412HOChr15g0721001,Ha412HOChr15g0721011,Ha412HOChr15g0721021,Ha412HOChr15g0721031
OTU_1787_16S	Ha412HOChr15	130399934	9.485526e-08	dentin_sialophosphoprotein-like_protein,exocyst_subunit_exo70_family_protein_E1,[LOW_BITSCORE]_hydroxymethylbilane_synthase	Ha412HOChr15g0734731,Ha412HOChr15g0734741,Ha412HOChr15g0734751
OTU_1787_16S	Ha412HOChr17	85622474	5.086395e-09	SET_domain_protein_2,[LOW_BITSCORE]_Concanavalin_A-like_lectin_protein_kinase_family_protein,[LOW_BITSCORE]_expansin_A13,[LOW_BITSCORE]_3'-5'-exoribonuclease_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT5G54585,[LOW_BITSCORE]_zinc_ion_binding_protein	Ha412HOChr17g0833631,Ha412HOChr17g0833641,Ha412HOChr17g0833651,Ha412HOChr17g0833661,Ha412HOChr17g0833671,Ha412HOChr17g0833681
OTU_1796_16S	Ha412HOChr14	90972707	1.590882e-08	NoGenes	NoGenes
OTU_180_16S	Ha412HOChr14	145651339	5.090242e-09	Ha412HOChr14g0671051	Ha412HOChr14g0671051
OTU_180_16S	Ha412HOChr17	158996646	6.589273e-08	[LOW_BITSCORE]_NEP-interacting_protein,_putative_(DUF239),[LOW_BITSCORE]_anthocyanin_5-aromatic_acyltransferase_1	Ha412HOChr17g0845831,Ha412HOChr17g0845851
OTU_18_16S	Ha412HOChr01	101588687	2.735750e-08	NoGenes	NoGenes
OTU_18_16S	Ha412HOChr01	101647557	1.061989e-08	NoGenes	NoGenes
OTU_18_16S	Ha412HOChr01	102391958	7.357416e-09	DUF946_family_protein_(DUF946),DUF946_family_protein_(DUF946),Cytochrome_b561/ferric_reductase_transmembrane_protein_family,homeobox_protein_knotted-1-like_3	Ha412HOChr01g0026431,Ha412HOChr01g0026441,Ha412HOChr01g0026461,Ha412HOChr01g0026481
OTU_18_16S	Ha412HOChr01	102435431	6.854035e-09	DUF946_family_protein_(DUF946),DUF946_family_protein_(DUF946),Cytochrome_b561/ferric_reductase_transmembrane_protein_family,homeobox_protein_knotted-1-like_3,translocase_11,[LOW_BITSCORE]_BEACH-DOMAIN_HOMOLOG_A1,[LOW_BITSCORE]_Transmembrane_protein_97,_Putative,sulfate_transporter_1;3,[LOW_BITSCORE]_Ribosomal_protein_S4	Ha412HOChr01g0026431,Ha412HOChr01g0026441,Ha412HOChr01g0026461,Ha412HOChr01g0026481,Ha412HOChr01g0026491,Ha412HOChr01g0026501,Ha412HOChr01g0026511,Ha412HOChr01g0026521,Ha412HOChr01g0026541
OTU_18_16S	Ha412HOChr02	15250093	1.982385e-08	NAC_domain_containing_protein_41	Ha412HOChr02g0051831
OTU_18_16S	Ha412HOChr06	41112001	7.730444e-08	FAD-binding_Berberine_family_protein,FAD-binding_Berberine_family_protein	Ha412HOChr06g0262581,Ha412HOChr06g0262591
OTU_18_16S	Ha412HOChr10	43250198	1.586899e-09	receptor_like_protein_43,receptor_like_protein_6	Ha412HOChr10g0442231,Ha412HOChr10g0442281
OTU_18_16S	Ha412HOChr10	43250221	6.839697e-08	receptor_like_protein_43,receptor_like_protein_6	Ha412HOChr10g0442231,Ha412HOChr10g0442281
OTU_18_16S	Ha412HOChr12	152434378	3.337754e-08	chromatin_remodeling_4,urease_accessory_protein_D	Ha412HOChr12g0573031,Ha412HOChr12g0573041
OTU_18_16S	Ha412HOChr16	18943612	2.634276e-08	Nodulin-like_/_Major_Facilitator_Superfamily_protein	Ha412HOChr16g0754461
OTU_183_16S	Ha412HOChr08	64716138	1.530786e-08	HSP20-like_chaperones_superfamily_protein,replicase_polyprotein_1ab_protein,scramblase-like_protein	Ha412HOChr08g0350531,Ha412HOChr08g0350561,Ha412HOChr08g0350591
OTU_183_16S	Ha412HOChr12	68482390	3.828916e-08	Ha412HOChr12g0559241,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,NAC_(No_Apical_Meristem)_domain_transcriptional_regulator_superfamily_protein	Ha412HOChr12g0559241,Ha412HOChr12g0559251,Ha412HOChr12g0559261
OTU_183_16S	Ha412HOChr16	53749770	4.129885e-08	late_embryogenesis_abundant_protein-related_/_LEA_protein-like_protein,late_embryogenesis_abundant_protein-related_/_LEA_protein-like_protein,late_embryogenesis_abundant_protein-related_/_LEA_protein-like_protein	Ha412HOChr16g0762601,Ha412HOChr16g0762611,Ha412HOChr16g0762631
OTU_184_16S	Ha412HOChr01	104573773	4.090812e-08	NoGenes	NoGenes
OTU_185_16S	Ha412HOChr07	157750768	7.140910e-08	disease_resistance_family_protein_/_LRR_family_protein,disease_resistance_family_protein_/_LRR_family_protein,[LOW_BITSCORE]_Transcription_factor_jumonji_(jmj)_family_protein_/_zinc_finger_(C5HC2_type)_family_protein,Ha412HOChr07g0324271,disease_resistance_family_protein_/_LRR_family_protein,receptor_like_protein_15	Ha412HOChr07g0324231,Ha412HOChr07g0324251,Ha412HOChr07g0324261,Ha412HOChr07g0324271,Ha412HOChr07g0324281,Ha412HOChr07g0324291
OTU_1900_16S	Ha412HOChr15	73695455	5.858480e-08	[LOW_BITSCORE]_Ankyrin_repeat_family_protein	Ha412HOChr15g0720651
OTU_1900_16S	Ha412HOChr15	75010009	6.528013e-08	mitochondrial_RNAediting_factor_1,phospholipase_D_alpha_1,Nucleoporin_interacting_component_(Nup93/Nic96-like)_family_protein,[LOW_BITSCORE]_TGF-beta_receptor_interacting_protein_1,F-box_and_associated_interaction_domains-containing_protein,[LOW_BITSCORE]_F-box_and_associated_interaction_domains-containing_protein,[LOW_BITSCORE]_DREB2A-interacting_protein_2,alpha/beta-Hydrolases_superfamily_protein,NAC_domain_containing_protein_25,[LOW_BITSCORE]_Dihydroxyacetone_kinase,SNF2_domain-containing_protein_/_helicase_domain-containing_protein_/_zinc_finger_protein-like_protein	Ha412HOChr15g0720941,Ha412HOChr15g0720951,Ha412HOChr15g0720961,Ha412HOChr15g0720991,Ha412HOChr15g0721001,Ha412HOChr15g0721011,Ha412HOChr15g0721021,Ha412HOChr15g0721031,Ha412HOChr15g0721071,Ha412HOChr15g0721081,Ha412HOChr15g0721091
OTU_190_16S	Ha412HOChr08	63029019	5.710077e-08	GRF1-interacting_factor_3,Lung_seven_transmembrane_receptor_family_protein,heat_shock_protein_21	Ha412HOChr08g0350111,Ha412HOChr08g0350141,Ha412HOChr08g0350171
OTU_190_16S	Ha412HOChr12	140916063	1.391138e-08	HSP20-like_chaperones_superfamily_protein	Ha412HOChr12g0571661
OTU_190_16S	Ha412HOChr12	140916069	1.391138e-08	HSP20-like_chaperones_superfamily_protein	Ha412HOChr12g0571661
OTU_194_16S	Ha412HOChr08	144157697	8.774288e-08	[LOW_BITSCORE]_maternal_effect_embryo_arrest_12,Pyridine_nucleotide-disulfide_oxidoreductase_family_protein,GDSL-like_Lipase/Acylhydrolase_superfamily_protein,ARM_repeat_superfamily_protein,Ha412HOChr08g0367111,Biotin/lipoate_A/B_protein_ligase_family	Ha412HOChr08g0367061,Ha412HOChr08g0367071,Ha412HOChr08g0367091,Ha412HOChr08g0367101,Ha412HOChr08g0367111,Ha412HOChr08g0367121
OTU_194_16S	Ha412HOChr17	17330559	9.047951e-08	armadillo_repeat_only_4,plasmodesmata-located_protein_6,MATE_efflux_family_protein,Octicosapeptide/Phox/Bem1p_family_protein,Phototropic-responsive_NPH3_family_protein,beta-1,4-N-acetylglucosaminyltransferase_family_protein,lysine_ketoglutarate_reductase_trans-splicing_protein_(DUF707),O-fucosyltransferase_family_protein	Ha412HOChr17g0813161,Ha412HOChr17g0813171,Ha412HOChr17g0813191,Ha412HOChr17g0813201,Ha412HOChr17g0813211,Ha412HOChr17g0813221,Ha412HOChr17g0813241,Ha412HOChr17g0813271
OTU_1950_16S	Ha412HOChr15	59632659	3.125263e-10	chlorophyll_A/B_binding_protein_1,Leucine-rich_repeat_protein_kinase_family_protein,Leucine-rich_repeat_protein_kinase_family_protein,receptor-like_protein_kinase_1	Ha412HOChr15g0716531,Ha412HOChr15g0716541,Ha412HOChr15g0716551,Ha412HOChr15g0716561
OTU_196_16S	Ha412HOChr15	71599242	4.479520e-08	Homeodomain-like_transcriptional_regulator	Ha412HOChr15g0720201
OTU_1979_16S	Ha412HOChr09	65417398	5.224347e-08	chloride_channel_C,[LOW_BITSCORE]_UDP-glucosyl_transferase_76C1,chloride_channel_C,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,HOPW1-1-interacting_2	Ha412HOChr09g0386591,Ha412HOChr09g0386601,Ha412HOChr09g0386611,Ha412HOChr09g0386651,Ha412HOChr09g0386661
OTU_1979_16S	Ha412HOChr09	65417472	6.657398e-08	chloride_channel_C,[LOW_BITSCORE]_UDP-glucosyl_transferase_76C1,chloride_channel_C,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,HOPW1-1-interacting_2	Ha412HOChr09g0386591,Ha412HOChr09g0386601,Ha412HOChr09g0386611,Ha412HOChr09g0386651,Ha412HOChr09g0386661
OTU_1990_16S	Ha412HOChr10	137175028	8.146634e-08	Calcium-binding_EF-hand_family_protein,UNC-50_family_protein,UNC-50_family_protein	Ha412HOChr10g0459591,Ha412HOChr10g0459601,Ha412HOChr10g0459611
OTU_1990_16S	Ha412HOChr10	137175031	8.146634e-08	Calcium-binding_EF-hand_family_protein,UNC-50_family_protein,UNC-50_family_protein	Ha412HOChr10g0459591,Ha412HOChr10g0459601,Ha412HOChr10g0459611
OTU_199_16S	Ha412HOChr02	111077377	1.245095e-09	NoGenes	NoGenes
OTU_199_16S	Ha412HOChr04	149137337	6.056102e-08	Ha412HOChr04g0174261,rotamase_FKBP_1,[LOW_BITSCORE]_RIBOSOMAL_RNA_PROCESSING_5	Ha412HOChr04g0174261,Ha412HOChr04g0174271,Ha412HOChr04g0174301
OTU_199_16S	Ha412HOChr04	149137352	6.056102e-08	Ha412HOChr04g0174261,rotamase_FKBP_1,[LOW_BITSCORE]_RIBOSOMAL_RNA_PROCESSING_5	Ha412HOChr04g0174261,Ha412HOChr04g0174271,Ha412HOChr04g0174301
OTU_2028_16S	Ha412HOChr04	80040856	3.347595e-08	NoGenes	NoGenes
OTU_2028_16S	Ha412HOChr09	160110367	4.758871e-09	histone-lysine_N-methyltransferase_SUVR5,BTB/POZ_domain_protein,BEL1-like_homeodomain_2,[LOW_BITSCORE]_inositol_transporter_2	Ha412HOChr09g0411061,Ha412HOChr09g0411071,Ha412HOChr09g0411081,Ha412HOChr09g0411091
OTU_2028_16S	Ha412HOChr15	2297197	3.516126e-08	[LOW_BITSCORE]_Major_facilitator_superfamily_protein,proton-dependent_oligopeptide_transport_(POT)_family_protein,Receptor-like_protein_kinase-related_family_protein,Leucine-rich_repeat_transmembrane_protein_kinase,cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_6,uncharacterized_protein_AT2G38570	Ha412HOChr15g0694421,Ha412HOChr15g0694431,Ha412HOChr15g0694471,Ha412HOChr15g0694481,Ha412HOChr15g0694491,Ha412HOChr15g0694511
OTU_2028_16S	Ha412HOChr15	59242744	7.602244e-08	Calcium-dependent_ARF-type_GTPase_activating_protein_family	Ha412HOChr15g0716411
OTU_2043_16S	Ha412HOChr01	122943644	1.311345e-10	Ha412HOChr01g0031271,filament-like_protein_(DUF869),arginine/glutamate-rich_1_protein,[LOW_BITSCORE]_hypothetical_protein_(DUF241),Disease_resistance_protein_(TIR-NBS-LRR_class)_family	Ha412HOChr01g0031271,Ha412HOChr01g0031291,Ha412HOChr01g0031301,Ha412HOChr01g0031311,Ha412HOChr01g0031321
OTU_2043_16S	Ha412HOChr01	122943678	1.311345e-10	Ha412HOChr01g0031271,filament-like_protein_(DUF869),arginine/glutamate-rich_1_protein,[LOW_BITSCORE]_hypothetical_protein_(DUF241),Disease_resistance_protein_(TIR-NBS-LRR_class)_family	Ha412HOChr01g0031271,Ha412HOChr01g0031291,Ha412HOChr01g0031301,Ha412HOChr01g0031311,Ha412HOChr01g0031321
OTU_2043_16S	Ha412HOChr01	122943713	1.311345e-10	Ha412HOChr01g0031271,filament-like_protein_(DUF869),arginine/glutamate-rich_1_protein,[LOW_BITSCORE]_hypothetical_protein_(DUF241),Disease_resistance_protein_(TIR-NBS-LRR_class)_family	Ha412HOChr01g0031271,Ha412HOChr01g0031291,Ha412HOChr01g0031301,Ha412HOChr01g0031311,Ha412HOChr01g0031321
OTU_2043_16S	Ha412HOChr02	14657120	5.598054e-08	NAD(P)-binding_Rossmann-fold_superfamily_protein,succinate_dehydrogenase_assembly_factor,DCD_(Development_and_Cell_Death)_domain_protein,F-box/LRR_protein,[LOW_BITSCORE]_GAST1_protein_homolog_4,F-box/LRR_protein,F-box/LRR_protein,F-box/LRR_protein,F-box/LRR_protein,[LOW_BITSCORE]_AZA-guanine_resistant1	Ha412HOChr02g0051611,Ha412HOChr02g0051621,Ha412HOChr02g0051631,Ha412HOChr02g0051641,Ha412HOChr02g0051661,Ha412HOChr02g0051671,Ha412HOChr02g0051681,Ha412HOChr02g0051691,Ha412HOChr02g0051701,Ha412HOChr02g0051711
OTU_2043_16S	Ha412HOChr03	21580651	1.281872e-08	Haloacid_dehalogenase-like_hydrolase_(HAD)_superfamily_protein,[LOW_BITSCORE]_5'-3'_exoribonuclease_3,Ha412HOChr03g0097821,Disease_resistance_protein_(TIR-NBS-LRR_class)_family,Disease_resistance_protein_(TIR-NBS-LRR_class)_family	Ha412HOChr03g0097801,Ha412HOChr03g0097811,Ha412HOChr03g0097821,Ha412HOChr03g0097851,Ha412HOChr03g0097861
OTU_2043_16S	Ha412HOChr03	36620601	7.406150e-08	Glucose-methanol-choline_(GMC)_oxidoreductase_family_protein	Ha412HOChr03g0101261
OTU_2043_16S	Ha412HOChr03	59606089	2.280205e-09	Protein_kinase_superfamily_protein,DNAJ_heat_shock_N-terminal_domain-containing_protein,[LOW_BITSCORE]_Prolyl_oligopeptidase_family_protein	Ha412HOChr03g0105311,Ha412HOChr03g0105321,Ha412HOChr03g0105341
OTU_2043_16S	Ha412HOChr03	59606090	2.360437e-08	Protein_kinase_superfamily_protein,DNAJ_heat_shock_N-terminal_domain-containing_protein,[LOW_BITSCORE]_Prolyl_oligopeptidase_family_protein	Ha412HOChr03g0105311,Ha412HOChr03g0105321,Ha412HOChr03g0105341
OTU_2043_16S	Ha412HOChr03	59606091	2.280205e-09	Protein_kinase_superfamily_protein,DNAJ_heat_shock_N-terminal_domain-containing_protein,[LOW_BITSCORE]_Prolyl_oligopeptidase_family_protein	Ha412HOChr03g0105311,Ha412HOChr03g0105321,Ha412HOChr03g0105341
OTU_2043_16S	Ha412HOChr04	10407419	8.349659e-09	receptor_like_protein_9,receptor_like_protein_21,receptor_like_protein_21,receptor_like_protein_21	Ha412HOChr04g0149241,Ha412HOChr04g0149291,Ha412HOChr04g0149301,Ha412HOChr04g0149311
OTU_2043_16S	Ha412HOChr04	95637536	3.478210e-08	[LOW_BITSCORE]_Plant_regulator_RWP-RK_family_protein,A20/AN1-like_zinc_finger_family_protein,exostosin_family_protein	Ha412HOChr04g0168581,Ha412HOChr04g0168611,Ha412HOChr04g0168641
OTU_2043_16S	Ha412HOChr04	117289268	3.111577e-10	NoGenes	NoGenes
OTU_2043_16S	Ha412HOChr04	173733997	4.148206e-08	trehalose-phosphatase/synthase_7	Ha412HOChr04g0180881
